FullSampleName,cultivar,ACCID,country,ploidy,species,use,snp_calling_keep,species_keep,heterozygosity_keep,ibd_species_keep,faststructure_keep,pca_keep,domestica_keep,domestica_clones_keep,top_eight,colour_pheno,firm_pheno,size_pheno,ACP,ACNO
MalGBS_P6_C02_13799,Lovell,13799,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,589298
MalGBS_P6_D02_18754,NFTI,18754,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589655
MalGBS_P6_E02_19536,Britegold,19536,Canada,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589726
MalGBS_P6_F02_13864,Stafford,13864,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,firm,large,PI,589307
MalGBS_P6_G02_21810,Anoka,21810,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589883
MalGBS_P6_H02_134137,Ivory's_Double_Vigour,134137,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,133097
MalGBS_P6_A03_128380,Sensacion,128380,Spain,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,large,PI,105531
MalGBS_P6_B03_17878,Medina,17878,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589531
MalGBS_P6_C03_134022,Drap_d'Or_Guemene,134022,France,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,131823
MalGBS_P6_D03_208604,No._7141,208604,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,280013
MalGBS_P6_E03_18954,Grenadier,18954,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,firm,large,PI,589684
MalGBS_P6_F03_8119,Lord_Seedling,8119,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589063
MalGBS_P6_G03_18072,Shaphran_Letnij,18072,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589561
MalGBS_P6_H03_140133,Pomme_Thoury,140133,France,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,162548
MalGBS_P6_A04_200104,Kerry_Pippin,200104,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,264557
MalGBS_P6_B04_18927,Suntan,18927,United Kingdom,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589680
MalGBS_P6_C04_8437,Mother,8437,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589077
MalGBS_P6_D04_200485,Guldborg,200485,Denmark,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,265301
MalGBS_P6_E04_6686,Wagener,6686,NA,NA,domestica,Cider,1,1,1,1,1,1,1,1,0,red,soft,large,PI,588988
MalGBS_P6_F04_17828,Zalesak_#3,17828,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,589526
MalGBS_P6_G04_24891,J-TE-G,24891,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,590169
MalGBS_P6_H04_133878,Schoner_aus_Itzstedt,133878,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,131011
MalGBS_P6_A05_18245,Devonshire_Quarrenden,18245,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589581
MalGBS_P6_B05_21294,Crimson_Superb,21294,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589846
MalGBS_P6_C05_140213,Frequin_Rouge,140213,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,162729
MalGBS_P6_D05_206706,Freyberg,206706,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,276299
MalGBS_P6_E05_18929,Lord_Derby,18929,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,large,PI,589681
MalGBS_P6_F05_7901,Lady,7901,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589053
MalGBS_P6_G05_94238,Mal't_Bagaevskii,94238,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,613950
MalGBS_P6_H05_229886,Spasovka_Kvasna,229886,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,307518
MalGBS_P6_A06_18994,Sweet_Coppin,18994,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,green,soft,large,PI,589688
MalGBS_P6_B06_17413,Ottawa_4,17413,Canada,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589471
MalGBS_P6_C06_18382,Court_Pendu_Gris,18382,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589602
MalGBS_P6_D06_18904,Brown_Thorn,18904,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589677
MalGBS_P6_E06_17430,H55-109-149,17430,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589473
MalGBS_P6_F06_199438,Paides_Ziemas_Abols,199438,Latvia,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,262969
MalGBS_P6_G06_11371,Yellow_Bellflower,11371,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589195
MalGBS_P6_H06_2819,Anaros,2819,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588802
MalGBS_P6_A07_18300,Reinette_Grise,18300,France,2x,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,large,PI,589588
MalGBS_P6_B07_6759,Crab_C,6759,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,588997
MalGBS_P6_C07_184422,Snovit,184422,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,232661
MalGBS_P6_D07_251446,B-59,251446,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,337433
MalGBS_P6_E07_287735,Uralian_Butter,287735,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,383523
MalGBS_P6_F07_21306,Merton_Ace,21306,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589849
MalGBS_P6_G07_87711,Delicios_de_Voinesti,87711,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613828
MalGBS_P6_H07_7315,Erwin_Bauer,7315,Germany,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589029
MalGBS_P6_A08_11928,Loop_Giant_Spy,11928,United States,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589207
MalGBS_P6_B08_18339,Purpurroter_Cousinot,18339,Netherlands,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589594
MalGBS_P6_C08_22000,Glorie_van_Holland,22000,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589916
MalGBS_P6_D08_9286,Pepinka_Litowska,9286,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589116
MalGBS_P6_E08_132330,Norfolk_Royal,132330,United Kingdom,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,123729
MalGBS_P6_F08_3564,Prince_Charming,3564,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,588834
MalGBS_P6_G08_6868,Hunter_Sandow_2-4-4,6868,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589004
MalGBS_P6_H08_651,Cestra_Belferkitaika,651,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,588744
MalGBS_P6_A09_222596,Smordodina,222596,Former Soviet Union,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,293886
MalGBS_P6_B09_4286,Lord_Lambourne,4286,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,large,PI,588884
MalGBS_P6_C09_24801,Ottawa_#524,24801,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,590152
MalGBS_P6_D09_237072,Goldjon,237072,Italy,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,318409
MalGBS_P6_E09_18127,Zuccalmaglio,18127,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589569
MalGBS_P6_F09_18244,Marie-Joseph_d'Othee,18244,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589580
MalGBS_P6_G09_287723,Gruzhovka_of_Moscow,287723,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,383510
MalGBS_P6_H09_18955,Brown_Snout,18955,NA,NA,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589685
MalGBS_P6_A10_9978,Alton,9978,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589138
MalGBS_P6_B10_19472,Morden_358,19472,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,589715
MalGBS_P6_C10_152076,Tardive_Forestier,152076,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,soft,small,PI,175548
MalGBS_P6_D10_17935,Alpinist,17935,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589540
MalGBS_P6_E10_87712,F2-33-27,87712,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,613829
MalGBS_P6_F10_239941,Tayeshnoe,239941,Former Soviet Union,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,322715
MalGBS_P6_G10_10227,Rouge_Belle_de_Boskoop,10227,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589143
MalGBS_P6_H10_10827,Lyons,10827,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,619161
MalGBS_P6_A11_12705,Chenango_Strawberry,12705,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589239
MalGBS_P6_B11_7354,Spencer_Seedless,7354,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589031
MalGBS_P6_C11_12468,Orin,12468,Japan,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,small,PI,589232
MalGBS_P6_D11_9300,Arkansas_Black,9300,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,589117
MalGBS_P6_E11_229178,Crittenden,229178,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,306320
MalGBS_P6_F11_11706,Mann,11706,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589200
MalGBS_P6_G11_13871,Sublett,13871,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589308
MalGBS_P6_H11_139525,Grosse_Launette,139525,NA,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,161761
MalGBS_P6_A12_9071,Colby_Baldwin,9071,United States,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589103
MalGBS_P6_B12_8695,Toshkee,8695,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589091
MalGBS_P6_C12_11975,Starkspur_Golden_Delicious,11975,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589210
MalGBS_P6_D12_10332,Dermen_Paragon_6-3-3,10332,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589148
MalGBS_P6_E12_17549,Cranzhevoje,17549,Former Soviet Union,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589489
MalGBS_P6_F12_134669,Oporto,134669,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136020
MalGBS_P6_G12_11099,Frostproof,11099,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589182
MalGBS_P6_H12_229852,Scarlet_Pearmain_S.T.P.,229852,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,307383
MalGBS_P7_A01_134717,Amzr_Gauthier,134717,NA,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136243
MalGBS_P7_B01_7529,Turley,7529,NA,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589038
MalGBS_P7_C01_18451,Yellow_Sweet,18451,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589612
MalGBS_P7_D01_19007,Frequin_Tardive_de_la_Sarthe,19007,France,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,green,soft,small,PI,589689
MalGBS_P7_E01_186329,Ontario,186329,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,237702
MalGBS_P7_F01_12597,Dermen_Stayman_6-3-3,12597,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589236
MalGBS_P7_G01_10509,Manito,10509,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,589155
MalGBS_P7_H01_19008,Le_Bret,19008,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589690
MalGBS_P7_A02_522644,Shtreifling,522644,Russia,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613937
MalGBS_P7_B02_172764,Ballyfatten,172764,Ireland,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,206021
MalGBS_P7_C02_8421,Westchester,8421,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589074
MalGBS_P7_D02_8765,Wellington_Bloomless,8765,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,small,PI,589094
MalGBS_P7_E02_11868,Sweden_Spartan,11868,NA,4x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589204
MalGBS_P7_F02_17842,Woodward,17842,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589528
MalGBS_P7_G02_13831,Ottawa_SRO_522,13831,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589302
MalGBS_P7_H02_19514,Richland_Crab,19514,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589722
MalGBS_P7_A03_19127,Cleopatra,19127,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589705
MalGBS_P7_B03_24944,Golden_Delicious,24944,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590184
MalGBS_P7_C03_10702,Bates_Lobo,10702,NA,4x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589163
MalGBS_P7_D03_11451,Black_Crofton,11451,United States,NA,domestica,Cider,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589197
MalGBS_P7_E03_8753,Winchester,8753,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,small,PI,589093
MalGBS_P7_F03_133980,Laxton's_Herald,133980,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,131463
MalGBS_P7_G03_9317,Patricia,9317,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589118
MalGBS_P7_H03_13756,Delicious_x_Pyrus_sp.,13756,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589292
MalGBS_P7_A04_4224,M.2,4224,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588877
MalGBS_P7_B04_172769,Keegan's_Crab,172769,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,large,PI,206029
MalGBS_P7_C04_24866,Moira,24866,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,590160
MalGBS_P7_D04_254289,Carola,254289,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,341068
MalGBS_P7_E04_12518,Morden_363,12518,Canada,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589234
MalGBS_P7_F04_21272,Delicious,21272,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589841
MalGBS_P7_G04_10279,Golden_Delicious_4E-25-2,10279,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589146
MalGBS_P7_H04_7205,Crimson_Beauty,7205,Canada,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589024
MalGBS_P7_A05_19492,Ottawa_274,19492,Canada,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589719
MalGBS_P7_B05_6388,Bisbee_Giant_Winesap,6388,United States,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588967
MalGBS_P7_C05_8737,Hunter_Ottawa_244_4X,8737,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589092
MalGBS_P7_D05_17902,Golden_Delicious_SE-69,17902,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589535
MalGBS_P7_E05_10184,Autumn_Arctic,10184,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589141
MalGBS_P7_F05_168808,Toyo,168808,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,199532
MalGBS_P7_G05_10418,Richared_Delicious,10418,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589151
MalGBS_P7_H05_24787,Antonovka_Ottawa,24787,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,590149
MalGBS_P7_A06_10440,Dermen_Black_Stayman,10440,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589152
MalGBS_P7_B06_10921,Flower_of_Kent,10921,United Kingdom,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589174
MalGBS_P7_C06_140207,Calville_du_Mont_d'Or,140207,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,162720
MalGBS_P7_D06_10764,Garland,10764,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589168
MalGBS_P7_E06_10021,Badami_Golden_Delicious,10021,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589139
MalGBS_P7_F06_13240,Red_Canada,13240,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589265
MalGBS_P7_G06_166140,Shinko,166140,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,195836
MalGBS_P7_H06_7665,Hunter_Melba_4X,7665,NA,4x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589044
MalGBS_P7_A07_24688,Hubbards_Pearmain,24688,United Kingdom,2x,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,small,PI,590130
MalGBS_P7_B07_134394,Goldreinette_v._Cazis,134394,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,134807
MalGBS_P7_C07_11608,Dermen_McIntosh_4X,11608,NA,4x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589199
MalGBS_P7_D07_161405,ShellinKout,161405,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,188523
MalGBS_P7_E07_13819,Mucina,13819,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,589300
MalGBS_P7_F07_134138,Merton_No._789,134138,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,133101
MalGBS_P7_G07_12481,Graue_Renette_Von_Zabergau,12481,Germany,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589233
MalGBS_P7_H07_180728,Sokeri_Miron,180728,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,224611
MalGBS_P7_A08_8518,Secor,8518,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589082
MalGBS_P7_B08_11133,Jefferis,11133,United States,2x,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589185
MalGBS_P7_C08_132349,Court_Pendu_Plat,132349,NA,2x,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,123960
MalGBS_P7_E08_172768,Honey_Ball,172768,Ireland,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,206026
MalGBS_P7_F08_10527,King_David,10527,United States,2x,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589156
MalGBS_P7_G08_14708,Wright,14708,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589326
MalGBS_P7_H08_23379,Hawkeye,23379,United States,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,590026
MalGBS_P7_A09_6806,Kendall,6806,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589000
MalGBS_P7_B09_7274,Loop_Spy_2-2-4-4,7274,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589027
MalGBS_P7_C09_12138,Milwaukee,12138,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,large,PI,589216
MalGBS_P7_D09_11033,Greendale,11033,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,589179
MalGBS_P7_E09_12124,Crimson_Gold,12124,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589215
MalGBS_P7_F09_24742,Ross_Nonpareil,24742,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,small,PI,590141
MalGBS_P7_G09_18340,Pfirsichroter_Sommerapfel,18340,Germany,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589595
MalGBS_P7_H09_18820,Dunkerton_Late_Sweet,18820,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589666
MalGBS_P7_A10_241500,Acme,241500,United Kingdom,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,325531
MalGBS_P7_B10_24718,Reinette_d'_Anjou,24718,Germany,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,590135
MalGBS_P7_C10_200106,Sam_Young,200106,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,264559
MalGBS_P7_D10_18049,Tytovka,18049,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589558
MalGBS_P7_E10_18683,Winter_Majetin,18683,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589645
MalGBS_P7_F10_96059,Dulcina,96059,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,613963
MalGBS_P7_G10_18766,Crawley_Beauty,18766,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589657
MalGBS_P7_H10_6568,Pink_Pearl,6568,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,588980
MalGBS_P7_A11_18099,Landsberger_Reinette,18099,NA,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589565
MalGBS_P7_B11_7505,Quebec_Belle,7505,Canada,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589036
MalGBS_P7_C11_6134,Fall_Pippin,6134,NA,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588954
MalGBS_P7_D11_24884,J-TE-C,24884,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,590166
MalGBS_P7_E11_19076,Somerset_Redstreak,19076,NA,NA,domestica,Cider,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589699
MalGBS_P7_F11_24882,J-TE-B,24882,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,590165
MalGBS_P7_G11_287726,Korobovka,287726,Former Soviet Union,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,383513
MalGBS_P7_H11_139563,Frequin_Audievre,139563,United Kingdom,NA,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,161838
MalGBS_P7_A12_221719,Succary,221719,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,292135
MalGBS_P7_B12_18196,Borowitsky,18196,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589574
MalGBS_P7_C12_23435,NA,23435,NA,2x,floribunda,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,PI,590035
MalGBS_P7_D12_378201,504/1/A,378201,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,483265
MalGBS_P7_E12_6526,Stayman,6526,United States,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588975
MalGBS_P7_F12_18829,Doux_Normandie,18829,France,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,green,soft,small,PI,589667
MalGBS_P7_G12_128375,Bella_de_Jardins,128375,Spain,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,105498
MalGBS_P7_H12_254290,Dukat,254290,Czech Republic,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,341069
MalGBS_P8_A01_17180,Ingol,17180,Germany,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589441
MalGBS_P8_B01_3530,Trusevitch_I-48-46,3530,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588831
MalGBS_P8_C01_9040,Sweet_Bough,9040,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,589101
MalGBS_P8_D01_235953,Amelia,235953,Brazil,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,316482
MalGBS_P8_E01_331972,Aromat_de_Vara,331972,Romania,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,437036
MalGBS_P8_F01_229850,Rokewood,229850,Australia,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,307381
MalGBS_P8_G01_6407,Schoharie_Spy,6407,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588969
MalGBS_P8_H01_134743,Fenouillet_Gris,134743,France,3x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136591
MalGBS_P8_A02_3682,Idared,3682,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588841
MalGBS_P8_B02_197626,Slovianka,197626,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,259455
