FullSampleName,cultivar,ACCID,country,ploidy,species,use,snp_calling_keep,species_keep,heterozygosity_keep,ibd_species_keep,faststructure_keep,pca_keep,domestica_keep,domestica_clones_keep,top_eight,colour_pheno,firm_pheno,size_pheno,ACP,ACNO
MalGBS_P3_A01_7704,Farmer_Spy,7704,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589047
MalGBS_P3_B01_7063,Early_Harvest,7063,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,589015
MalGBS_P3_C01_8233,Redgold,8233,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589067
MalGBS_P3_D01_8314,Griffith,8314,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589070
MalGBS_P3_E01_16807,Barry,16807,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,589428
MalGBS_P3_F01_138369,Reine_des_Hatives,138369,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,firm,small,PI,158736
MalGBS_P3_G01_161406,Storappel,161406,NA,NA,domestica,NA,1,1,1,0,0,0,1,1,0,NA,NA,NA,PI,188524
MalGBS_P3_H01_140131,Grosse_Mouche,140131,France,2x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,162545
MalGBS_P3_A02_8061,Vandevere,8061,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589060
MalGBS_P3_B02_196059,Tohoku_2,196059,Japan,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,255898
MalGBS_P3_C02_14722,Alpha_68B,14722,NA,4x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589328
MalGBS_P3_D02_133893,Nanny,133893,United Kingdom,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,131215
MalGBS_P3_E02_18328,Blenheim_Orange,18328,United Kingdom,3x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589593
MalGBS_P3_F02_152079,Twistbody_Jersey,152079,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,175551
MalGBS_P3_G02_7269,Laxton's_Superb,7269,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589026
MalGBS_P3_H02_18816,Sunburn,18816,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589665
MalGBS_P3_A03_18721,Ellis_Bitter,18721,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589650
MalGBS_P3_B03_2638,Snow,2638,Canada,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,588793
MalGBS_P3_C03_165076,Johannes_Bottner,165076,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,194106
MalGBS_P3_D03_15717,Luke,15717,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589365
MalGBS_P3_E03_128712,Bramley's_Seedling,128712,NA,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,107171
MalGBS_P3_F03_19047,Sunset,19047,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589694
MalGBS_P3_H03_7034,Jonalicious,7034,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,613815
MalGBS_P3_A04_401296,Hordapfel,401296,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,506360
MalGBS_P3_B04_9820,Green_Peak_Spy_#1,9820,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589132
MalGBS_P3_C04_128327,Suislepper,128327,Estonia,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,104815
MalGBS_P3_D04_128326,Sparreholm,128326,Sweden,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,104813
MalGBS_P3_E04_9755,Rose_Bud,9755,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589130
MalGBS_P3_F04_22050,Sweet_Caroline,22050,Netherlands,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589924
MalGBS_P3_G04_6555,Spencer,6555,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,588979
MalGBS_P3_H04_19050,Merton_Pearmain,19050,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589695
MalGBS_P3_A05_254932,Maunzenapfel,254932,Germany,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,341745
MalGBS_P3_B05_3155,Trusevitch_V-5-38,3155,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,588814
MalGBS_P3_C05_134397,Aargauer_Jubilaums,134397,Switzerland,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,134819
MalGBS_P3_D05_169336,Muscadet_Bernay,169336,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,green,firm,small,PI,200780
MalGBS_P3_E05_22031,Odin,22031,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589921
MalGBS_P3_F05_134066,Gewurzluiken,134066,Germany,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,132225
MalGBS_P3_G05_5993,Webster,5993,NA,3x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,588948
MalGBS_P3_H05_401295,Heimenhofer,401295,Switzerland,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,506359
MalGBS_P3_A06_140203,Doux_Tardif,140203,NA,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,162715
MalGBS_P3_B06_7164,Early_McIntosh,7164,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,589023
MalGBS_P3_C06_151024,Domaine,151024,France,3x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,173979
MalGBS_P3_D06_22056,M.10,22056,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589926
MalGBS_P3_E06_18794,Brown's_Apple,18794,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589662
MalGBS_P3_F06_4029,Jerseymac,4029,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588863
MalGBS_P3_G06_9223,Democrat,9223,Australia,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589111
MalGBS_P3_H06_397097,FO-59-4,397097,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,502161
MalGBS_P3_A07_205814,Hermann,205814,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,274066
MalGBS_P3_B07_133877,Seestermuher_Zitronenapfel,133877,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,131010
MalGBS_P3_C07_17845,Lubec_#1,17845,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589529
MalGBS_P3_D07_151029,Metais,151029,France,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,173983
MalGBS_P3_E07_149813,BV_8421,149813,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,172609
MalGBS_P3_F07_3297,Patul,3297,Romania,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588821
MalGBS_P3_G07_201579,Vered,201579,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,267822
MalGBS_P3_H07_17412,Collet,17412,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589470
MalGBS_P3_A08_21285,Golden_Winesap,21285,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589844
MalGBS_P3_B08_136938,Nitschners_Erdbeerapfel,136938,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,154166
MalGBS_P3_C08_10725,Golden_Melon,10725,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589165
MalGBS_P3_D08_24944,Golden_Delicious,24944,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,590184
MalGBS_P3_E08_227548,Eickhoff,227548,Zimbabwe,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,302301
MalGBS_P3_F08_280327,57-56-92,280327,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,374265
MalGBS_P3_G08_200180,Djulabia,200180,Serbia,2x,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,264689
MalGBS_P3_H08_10471,Magnolia_Gold,10471,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589153
MalGBS_P3_A09_22314,Sir_Prize,22314,United States,3x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589961
MalGBS_P3_B09_18199,Ellison's_Orange,18199,United Kingdom,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589575
MalGBS_P3_C09_139431,Lemoen,139431,Netherlands,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,161407
MalGBS_P3_D09_133187,Imperial,133187,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,127011
MalGBS_P3_E09_134377,Pomme_Cloche,134377,Switzerland,2x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,134668
MalGBS_P3_F09_21827,Blairmont,21827,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589887
MalGBS_P3_G09_5005,Julyred,5005,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588942
MalGBS_P3_H09_152816,Sonderskov,152816,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,176379
MalGBS_P3_A10_140218,Reinette_Tres_Tardive,140218,NA,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,162741
MalGBS_P3_B10_7776,Kelly_#1,7776,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589049
MalGBS_P3_C10_21870,Northwest_Greening,21870,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589896
MalGBS_P3_D10_378193,Reinette_Simirenko,378193,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,483257
MalGBS_P3_E10_3959,Jonamac,3959,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,588858
MalGBS_P3_F10_7634,Middleton_Fameuse,7634,United States,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589042
MalGBS_P3_G10_3895,Tydeman_Red_(Cooper),3895,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588855
MalGBS_P3_H10_138363,Crimson_King,138363,United Kingdom,3x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,158618
MalGBS_P3_A11_161196,Bouteille,161196,France,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,187296
MalGBS_P3_B11_25263,Hardy_Cumberland,25263,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,590220
MalGBS_P3_C11_17581,Patterson,17581,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589494
MalGBS_P3_D11_294440,Hawkes_Bay_Red_Delicious,294440,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,392304
MalGBS_P3_E11_2738,Rambo-Red_Summer,2738,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588798
MalGBS_P3_F11_294441,Mayqueen,294441,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,392305
MalGBS_P3_G11_19141,Lord_Wolsley,19141,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,589707
MalGBS_P3_H11_6842,Jonagram,6842,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589002
MalGBS_P3_A12_86849,Florina,86849,France,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,588747
MalGBS_P3_B12_229851,Sturmer_Pippin,229851,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,307382
MalGBS_P3_C12_6404,Rogers_McIntosh,6404,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588968
MalGBS_P3_D12_208605,Mariborka,208605,Yugoslavia,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,280015
MalGBS_P3_E12_543278,Akero,543278,Sweden,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,104776
MalGBS_P3_F12_24660,Edelborsdorfer,24660,Germany,2x,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,590124
MalGBS_P3_G12_3191,M.7,3191,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,588816
MalGBS_P3_H12_17652,Kestrel,17652,Canada,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589504
MalGBS_P4_A01_378199,10/12/B,378199,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,483263
MalGBS_P4_B01_172620,Merton_Pippin,172620,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,small,PI,205462
MalGBS_P4_C01_199763,NA,199763,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,263633
MalGBS_P4_D01_3830,Budagovsky_57-491,3830,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,588851
MalGBS_P4_E01_19060,Chiver's_Delight,19060,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589696
MalGBS_P4_F01_19032,Stembridge_Cluster,19032,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589692
MalGBS_P4_G01_294441,Mayqueen,294441,NA,2x,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,392305
MalGBS_P4_H01_21830,Blaxtayman,21830,United States,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589888
MalGBS_P4_A02_21905,Regent,21905,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589902
MalGBS_P4_B02_3968,Yellow_Transparent,3968,Former Soviet Union,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588859
MalGBS_P4_C02_10968,Garrison,10968,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589176
MalGBS_P4_D02_10612,Perrine_York_2-4-4-4,10612,NA,2x/4x,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589158
MalGBS_P4_E02_260648,Leyda,260648,South Africa,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,349325
MalGBS_P4_F02_189251,Toreno,189251,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,245145
MalGBS_P4_G02_206174,PK.14,206174,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,274840
MalGBS_P4_H02_199437,Reveles_Bumbierabols,199437,Latvia,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,262968
MalGBS_P4_A03_17156,Primrouge,17156,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589437
MalGBS_P4_B03_2710,Delcon,2710,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,588797
MalGBS_P4_C03_3201,McIntosh_Summerland_Red,3201,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588817
MalGBS_P4_D03_18791,Emneth_Early,18791,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589661
MalGBS_P4_E03_133875,Claudius_Herbstapfel,133875,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,firm,large,PI,131001
MalGBS_P4_F03_222599,Krapchatoe,222599,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,293889
MalGBS_P4_G03_287718,Creamy_Kitaika,287718,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,383504
MalGBS_P4_H03_18021,Mantuanskoye,18021,Former Soviet Union,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589553
MalGBS_P4_A04_22041,Primus,22041,Netherlands,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,589922
MalGBS_P4_B04_8318,Chautauqua,8318,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589071
MalGBS_P4_C04_140130,Belle_de_Crollon,140130,France,2x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,162544
MalGBS_P4_D04_24878,Sterappel,24878,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590163
MalGBS_P4_E04_6110,Ben_Davis,6110,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588953
MalGBS_P4_F04_22029,Lombart's_Calville,22029,Netherlands,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589920
MalGBS_P4_G04_189767,James_Grieve_(Red_Rosamund_strain),189767,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,246464
MalGBS_P4_H04_168614,Merton_Russet,168614,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,199008
MalGBS_P4_A05_11269,Collamer_Twenty_Ounce,11269,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589191
MalGBS_P4_B05_17161,Berlepsch_Red,17161,Germany,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589438
MalGBS_P4_C05_2360,MM.104,2360,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,588781
MalGBS_P4_D05_18708,Rosemary_Russet,18708,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589648
MalGBS_P4_E05_18288,Court_Pendu_Rose,18288,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589587
MalGBS_P4_F05_9352,Bedford_Red,9352,Scotland,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589121
MalGBS_P4_G05_149808,BV_49.11,149808,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,172605
MalGBS_P4_H05_17638,Z_71,17638,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589502
MalGBS_P4_A06_18781,Holstein,18781,Germany,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589660
MalGBS_P4_B06_223560,Antonovka_Mitchurin,223560,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,295282
MalGBS_P4_C06_136937,Mitschurins_Samenloser,136937,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,154165
MalGBS_P4_D06_3582,Burgundy,3582,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588835
MalGBS_P4_E06_208410,Odin,208410,Netherlands,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,279645
MalGBS_P4_F06_152080,Vagnon_Ascher,152080,NA,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,175552
MalGBS_P4_G06_18063,Livadiyskoye,18063,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589560
MalGBS_P4_H06_17813,Glenorchie,17813,Canada,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589524
MalGBS_P4_A07_2832,Chestnut_Crab,2832,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588803
MalGBS_P4_B07_18022,Obilnoye,18022,Ukraine,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589554
MalGBS_P4_C07_19132,Earliblaze,19132,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589706
MalGBS_P4_D07_206369,Wainwright,206369,South Africa,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,275292
MalGBS_P4_E07_17148,Karmijn,17148,Netherlands,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589436
MalGBS_P4_F07_17756,Morden_359,17756,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589516
MalGBS_P4_G07_260649,Wemmershoek,260649,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,349326
MalGBS_P4_H07_2697,Frumos_de_Voinesta,2697,Romania,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,588796
MalGBS_P4_A08_6796,Marshall_McIntosh,6796,United States,2x,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588998
MalGBS_P4_B08_17455,Lindel,17455,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589475
MalGBS_P4_C08_3750,Battleford,3750,Canada,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,588846
MalGBS_P4_D08_18211,Martini_VH/430,18211,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589576
MalGBS_P4_E08_22077,M.16,22077,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589929
MalGBS_P4_F08_138366,Binet_Rouge,138366,France,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,158730
MalGBS_P4_G08_94226,Shtreifling,94226,NA,2x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,613949
MalGBS_P4_H08_9483,Geeveston_Fanny,9483,Australia,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589123
MalGBS_P4_A09_3261,Vista_Bella,3261,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,588819
MalGBS_P4_B09_200179,Champagne_Reinette,200179,France,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,264688
MalGBS_P4_C09_168843,Ikorocavka_Alaja,168843,Denmark,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,199690
MalGBS_P4_D09_3860,Cox's_Orange_Pippin,3860,United Kingdom,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588853
MalGBS_P4_E09_6445,Joan,6445,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,588972
MalGBS_P4_F09_10491,Spur_Winter_Banana,10491,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589154
MalGBS_P4_G09_3410,M.9_(Troch_Strain),3410,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588826
MalGBS_P4_H09_134823,Prince_Nicolas,134823,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,137047
MalGBS_P4_A10_4248,Granny_Smith,4248,Australia,NA,domestica,Other,1,1,1,1,1,1,1,1,1,red,firm,large,PI,588880
MalGBS_P4_C10_18352,Pigeonnet,18352,Europe,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,589597
MalGBS_P4_D10_132351,Royal_Jubilee,132351,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,123966
MalGBS_P4_E10_21882,Prairie_Spy,21882,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589898
MalGBS_P4_F10_133885,Gros_Frequin,133885,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,131105
MalGBS_P4_G10_3616,Gravenstein_Washington_Red,3616,NA,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588837
MalGBS_P4_H10_137677,Red_Canel,137677,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,157211
MalGBS_P4_A11_127814,Rott_Jarnpple,127814,NA,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,102148
MalGBS_P4_B11_17524,Murray,17524,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589486
MalGBS_P4_C11_397184,Lady_Williams,397184,Australia,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,502248
MalGBS_P4_D11_222195,Susvorenskoye,222195,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,292931
MalGBS_P4_E11_17933,Zlatna_Resistenta,17933,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589539
MalGBS_P4_F11_9060,Loop_Russet_Baldwin,9060,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589102
MalGBS_P4_G11_17221,Golden_Precoce,17221,Canada,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589448
MalGBS_P4_H11_14818,Antonovka_Debnicka,14818,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589335
MalGBS_P4_A12_17143,Berner_Rosen,17143,Switzerland,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589435
MalGBS_P4_B12_174513,Subtropical_Apple,174513,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,209939
MalGBS_P4_C12_130142,Ingers,130142,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,114318
MalGBS_P4_D12_6610,Ozark_Gold,6610,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588982
MalGBS_P4_E12_16973,Merton_Knave,16973,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589429
MalGBS_P4_F12_17973,Vystavochnoye,17973,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589545
MalGBS_P4_G12_208690,Ein_Shemer,208690,Israel,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,280401
MalGBS_P4_H12_18843,Holiday,18843,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589669
MalGBS_P5_A01_7134,Young_America,7134,NA,NA,domestica,NA,1,1,1,0,0,0,1,1,0,NA,NA,NA,PI,589021
